DateCreated,Title,Citations,AverageCitations,Decision,APPLICATION...COMMENTS.FROM.PANEL,Simulation.Package.Name,X3.1..Published.in.peer.reviewed.journals..The.publication.does.not.have.to.focus.on.the.simulator..but.should.describe.the.simulation.method.and.applications.clearly.,Comments..7,X3.2..List.typical.applications.in.the..Applications..tab.of.the.GSR.entry.of.the.simulator..The.author.needs.to.identify.typical.application.s..of.the.simulator.and.list.publications.that.use.the.simulator.on.GSR..The.publications.listed.should.use.the.simulator.to.simulate.data..Publications.that.only.mention.the.software.packages..e.g..in.a.discussion.section.or.review.article..should.not.be.included.because.these.publications.do.not.reflect.use.of.the.package..or.an.application.,Comments..8,X3.3..Used.and.cited.by.at.least.5.external.users.in.the.past.5.years..or.twice.in.the.past.year..as.demonstrated.by.citations.listed.in.the.Applications.tab..External.users.refer.to.people.or.researchers.who.are.not.one.of.the.package.authors.or.directly.affiliated.with.the.authors.,Comments..9,X3.4..OVERALL.CERTIFICATION.FOR.APPLICATION..1,Initial.Reviewer.Overall.Comments.,Review.Committee.Overall.Comments.,FINAL.DECISION
12/13/2013,SeqSIMLA,23,2.382236095,Review,SeqSIMLA has been used often in the past two years but there is no sample application in GSR.,SeqSIMLA,Yes,"SeqSIMLA was published in peer-reviewed journal, Genet Epidemiol and BMC Bioinformatics.
The publication described the simulation method and applications clearly.
",No,"No example publication using SeqSIMLA has been provided in the “Applications” tab of the GSR entry of the simulator.
",Yes,"SeqSIMLA is used and cited by at least 5 external users in the past 5 years.
",NO,"Although it is lack of the evidences of response to user inquiries and support for users can be found, SeqSIMLA is a well-maintained package and has the potential to be fully certified (except perhaps support) if the authors respond to our request to add sample applications and information of license.","HSC-  For Support

(1) The author has constantly updated the packages, recorded on change log (http://seqsimla.sourceforge.net/log.html).  It seems  author is  actively maintaining the simulator.  

(2) Because a contact info is provided as well,  can it be deemed as  ""actively addressing users’ questions, bug reports and feature requests""?

MR - No to accessibility because license is missing. Yes to documentation. Yes to Applications if we add to the Applications tab. No to support because there is no documentation of support.
",
7/17/2019,SERGIO,18,4.433198381,Review,SERGIO does not have a sufficient application.,SERGIO,Yes,SERGIO is published in a peer-reviewed journal.,No,No citations are listed under the applications tab of SERGIO's GSR entry.,Yes,SERGIO has been cited 19 times in the past year.,NO,"Accessibility: yes
Documentation: yes
Application: no
Support: yes","Yes, typical new package.

HSC: NO application. Yes to others
          Need to fill in ""Details"" tab in the GSR website

MR : ok",
7/5/2006,Serial NetEvolve,4,0.233899391,X,Serial NetEvolve was note well cited,Serial NetEvolve,Yes,Serial NetEvolve was published in 2006,No,No application for Serial NetEvolve was listed on GSR,No,Serial NetEvolve was only cited 4 times in the past 10+ years,NO,"Accessibility: Yes, on user website, with source code and license
Documentation: Yes, good documentation on homepage
Application: No. 
Support: No
","MR: Accessibility, Documentation",
1/9/2017,SIApopr,6,0.91211995,X,,SFS_CODE,Yes,The primary citation for SFS_CODE (Bioinformatics 2008) describes the program.,No,"The applications entry of GSR is empty, although the author lists citations to the SFS_CODE paper on its website. These papers cited but might have not used SFS_CODE.",No,SFS_CODE has been widely used but this fact is not reflected at the GSR website.,NO,"SFS_CODE is easy to install, well-documented, and widely used, but need some work to meet the criteria of the GSR certification program. 

**
RDH:
Accessibility:  The license is adequately listed on project page, and should be approved.  

Application:  2) The documentation has many examples of use (indicated by “Ex. ##”, with there currently being 29 example commands in the documentation), including an Examples section that is very limited, but includes the pertinent example of recurrent hitchhiking.  It is not clear that more examples of use are necessary, as most people come to simulation with a problem they need to solve rather than an open-minded desire to learn biology.  3) I agree, this needs to be updated.  

Support:  3) Unacceptable to not respond to comments on GSR website.

***


HSC:
Accessibility:  agree with RDH;

Documentation: 1) Bo says ""SFS_CODE does not have most recent update information on GSR because because there is no visible change"", does this mean no update is required?

Application:  2)   tend to agree with RDH
                     3)  the citations need update.  

Support:  3)  Agree with Bo.  Needs timely response to visitors. 

***","LM comments:

Accessibility: 
2) – I think this should be considered passing.  Overall should pass accessibility.
Documentation
2) I agree with Ryan.  I think the documentation is very complete.  – I would say that this should be considered certified for documentation.
Application:
While Ryan notes many applications are provided in the documentation, the way this criteria is worded it focuses on the GSR entry.  
2) Agree with Bo – the applications are not in GSR and would need to be updated
3) Agree with Bo – the citations are not in GSR and would need to be updated.
Support:
3) Makes sense – would not pass support.  

Bo comments:
I agree with others that the license information and documentation of SFS_CODE are good enough to be certified. We can award these two certificates and await Dr. Hernandez to update SFS_CODE's GSR entry to award the other two certificates.",Certify for Accessibility and Documentation; Application and Support needs information from developer. (10/20/15)
2/21/2006,SIBSIM,0,NA,X,"Bo: there is no sign of citation for sibsim.

HSC: There is one that I found.  ""Mapping for dyslexia and related cognitive trait loci provides strong evidence for further risk genes on chromosome 6p21"" by Inke R. König et al.  (2010). ",SIBSIM,Yes,"SIBSIM was published in peer-reviewed journal, GMS Med Inform Biom Epidemiol.
The publication described the simulation method and applications clearly.
",No,"No example publication using SIBSIM has been provided in the “Applications” tab of the GSR entry of the simulator.
",No,"SIBSIM is not used and cited by at least 5 external users in the past 5 years, or twice in the past year.
",NO,"SIBSIM is an old package and it is not updated for so long. Also, There are just a few citations for SIBSIM. There is a lot of work to get it to certified","Bo: sibsim has been abandoned but it is source code is still available and could potentially be reused.

HSC:  
  Accessibility: Yes
  No to all others

MR: 
Accessibility: Yes.
Documentation: Maybe
Application: No
Support: No",
8/29/2012,SimAdapt,29,2.649561952,Review,There is no evidence of applications for SimAdapt.,SimAdapt,Yes,"SimAdapt was published in peer-reviewed journal, Methods in Ecology and Evolution.
The publication described the simulation method and applications clearly.
",No,"No example publication using SimAdapt has been provided in the “Applications” tab of the GSR entry of the simulator.
",Yes,I cannot find a list of citations for SimAdapt since it is not published in one of the PMC archived journals.,NO,"SimAdapt was published in 2013 with decent documentation but there was no evidence of application or support.
","Bo: There is no evidence of support but the package is still available. Yes to accessibility and documentation, no to application and support.

HSC: There are many applications in molecular ecology. But they are not listed in GSR website.

accessibility: Yes
documentation: Yes
application: Maybe
support - NO

MR: Yes to Accessibility and Documentation. No to Application (no citations) and Support (no evidence or platform).
",
3/14/2015,SimBA,1,0.118970013,X,SinBA has an insufficient application.,SimBA,Yes,SimBA is published in a peer-reviewed journal.,No,No citations are listed under the applications tab of SimBA’s GSR entry.,No,SimBA has been cited once in the past five years.,NO,"Accessibility: no (No installation instructions given in the repository.)
Documentation: no (SimBA has insufficient documentation.)
Application: no (SimBa has an insufficient application)
Support: yes","Accessibility: yes
Documentation: no (SimBA has insufficient documentation.)
Application: no (SimBa has an insufficient application)
Support: no (no evidence of support)

MR: Yes only to Accessibility.",
9/11/2018,SimBit,3,0.611390285,X,Simbit does not have a sufficient application.,Simbit,Yes,Simbit is published in a peer-reviewed journal.,No,No citations are listed under the applications tab of Simbit's GSR entry.,Yes,Simbit has been cited 3 times in the past 2 years.,NO,"Accessibility: yes
Documentation: yes
Application: non (too new)
Support: yes (empty issue tracker)","Agreed. Bo

MR: Yes to all but Application",
10/26/2012,SimCopy,0,NA,X,The article that introduced simCopy has been cited by 36 articles from PMC (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3990475/citedby/) so it is likely that simCopy has been used by others. The authors would need to identify applications and fill the applications tab to be certified for application.,SimCopy,Yes,"SimCopy was published in peer-reviewed journal, PLoS Comput Biol.
The publication described the simulation method and applications clearly.
",No,"No example publication using SimCopy has been provided in the “Applications” tab of the GSR entry of the simulator.
",Yes,"SimCopy is used and cited by at least 5 external users in the past 5 years.
",NO,SimCopy has the potential to be certified for documentation and applications if the authors respond to our request. The package itself has not been updated for quite a while so I suspect it has been abandoned.,"HSC:  Accessibility: Yes
           Documentation: Yes
           Application:  No
           Support:   There are some updates from the author.  Can be a ""Yes"" 

MR: 
Accessibility: Yes.
Documentation: Yes.
Application:  No; it has potential since there are 53 Scopus and 36 PMC citations (weird the paper is not on PubMed); ask author to identify and upload the 5 applications. 
Support: No; nobody asked questions through GitHub either; it looks like the software has not been maintained in the past 6 years.

",
1/1/2005,SIMLA,30,1.612190813,Review,SIMLA has been cited 29 times but it is unclear is they are applications and how many are within 2/5 years. No applications listed at GSR.,SIMLA,Yes,"SIMLA was published in peer-reviewed journal, Stat Appl Genet Mol Biol.
The publication described the simulation method and applications clearly.
",No,"No example publication using SIMLA has been provided in the “Applications” tab of the GSR entry of the simulator.
",No,"SIMLA is not used and cited by at least 5 external users in the past 5 years, or twice in the past year.
",NO,"It is lack of the evidences of response to user inquiries, information of license, simple application, citations and source code. There is a lot of work to get SIMLA to certified
","

HSC:  My review is incomplete because this software needs registration in order to download.  

Accessibility:  No
Documentation:  N/A
Application:  Maybe 
Support:  No

MR: No to all criteria.
",
6/15/2016,SimLoRD,34,4.756611729,Review,SimLoRD needs applications listed to be certified for aplicaitons.,SimLoRD,Yes,SimLoRD is published in peer-reviewed journals,No,SimLoRD does not have applications listed under GSR,Yes,SimLoRD has been cited more than 23 times according to PMC,NO,SimLoRD is a decent open source package.,"Accessibility: yes
documentation: yes
application: lack list of applicaitons
support: yes

MR: Yes to Accessibility, Documentation, and Support. No to Application but potentially yes if add 2-5 of the available citations.

HSC:  
Accessibility: yes
documentation: No -- lacking details in GSR website
application: No
support: yes",
1/26/2010,simNGS,0,NA,X,simNGS was not published,simNGS,No,simNGS is not published,No,simNGS has no application list,No,simNGS was note cited.,NO,simNGS was not published and has been depectaed since 2013.,"Accessibility: yes
documentation: yes
application: no
support: no

HSC-  GSR website has no ""details"" attribute;

Accessibility: yes
documentation:  ??  (Bo: the man page is pretty detailed)
application: no
support: no

MR: Yes to Accessibility and Documentation.",
1/1/2005,SimPed,25,1.343492344,X,"HSC- There are at least 5 citations for the original paper.  Not sure if these citations use the software as application. 
BO: The citations for simPed are not enough, only one in the past 2 years and 3 in the past five years.",SimPed,Yes,"SimPed was published in peer-reviewed journal, Hum Hered.
The publication described the simulation method and applications clearly.
",No,"No example publication using SimPed has been provided in the “Applications” tab of the GSR entry of the simulator.
",No,"SimPed is not used and cited by at least 5 external users in the past 5 years, or twice in the past year.
",NO,"Although it is lack of the evidences of response to user inquiries and support for users can be found, SimPed is a well-maintained package and has the potential to be fully certified if the authors respond to our request to add sample applications and information of license.
","HSC- 

Accessibility:  Yes
Documentation: Yes
Application: Need to add information to the GSR 
Support: Yes

BO:

Support: No because there is only one outdated email address (Dr. Leal has moved to Columbia).

MR:
Accessibility:  Yes
Documentation: Yes
Application: No 
Support: No",
12/8/2017,SimPEL,0,NA,X,No citations for simPEL has been listed under GSR,simPEL,Yes,simPEL is published in peer-review journal,No,No application is listed under simPEL's GSL entry,No,simPEL is not in PMC center so no citations are listed,NO,"simPEL has been published five years ago and has no evidence of support.

Accessibility: no (no license)
Documentation: good
Applications: no (not PMC listed, no way to trace citations)
Support: no (no ticket and no evidence of support in the past 7 years)","HSC: Yes to Documentation; No to all others
MR:ok",
9/27/2005,Simprot,21,1.175072819,X,simprot is not used now,simprot,Yes,simprot is published in a peer-reviewed journal,No,No applicaiton is listed for simprot,No,simprot has not been cited as applications recently,NO,simprot has been abandoned since 2005,"accessibility: no license and no source code
documentation: not enough
application: not cited
support: no evidence of support

HSC- No to all

MR: none",
11/24/2010,SimSeq,0,NA,X,SimSeq was not published,SimSeq,No,SimSeq was not published,No,SimSeq was not published,No,SimSeq was not published,NO,SimSeq has depcated,"accssibility: yes
documentation: borderline
application: not published
support: stopped after 2014

HSC- agree.  Sparse details in GSR

MR: A",
5/22/2019,simuG,13,3.085175553,Review,simuG lacks applications listed,simuG,Yes,simuG is published on peer-review journal,Yes,simuG does not have applicaitons listed,Yes,simuG has been cited a number of times in 5 years,NO,Good github-based package,"Accessibility: yes
documentation: yes
application: need citation
support yes

HSC-

Application: NO
Support: Maybe
Yes to others

MR: Yes to Accessibility; Yes to Documentation; No to Application (not enough citations); Yes to Support.",
9/1/2010,simuGWAS,16,1.236502223,X,,simuGWAS,Yes,"simuGWAS was published in peer-reviewed journal, BMC Bioinformatics.
The publication described the simulation method and applications clearly.
",Yes,"There is an example publication using simuGWAS has been provided in the “Applications” tab of the GSR entry of the simulator.
",No,"simuGWAS is not used and cited by at least 5 external users in the past 5 years, or twice in the past year.
",NO," simuGWAS is a well-maintained package and has the potential to be fully certified if the authors respond to our request to add more citations.
","MR: Yes to Accessibility, Documentation and Support; No to Application (not enough citations). 
LM - Agree with Melissa.  I am a little confused as to whether we consider this distinct from simupop.
HSC:  Agree.  Yes to all except Application. ",
11/17/2012,simuRare,7,0.652618135,X,simuRare was not widely used.,simuRare,Yes,simuRare was published,No,There is no citation list for simuRare,No,simuRare was not cited after 2020,NO,"Accessibility: no, on author homapge, no license
Documentation: No, very brief documentation
Application: No. 
Support: No.
",,
7/11/2018,SimuSCoP,5,0.984889369,X,SimuSCoP is too new.,SimuSCoP,Yes,SimuSCoP has been published in peer-reviewed journal,No,No application listed for SimuSCoP,No,SimuSCoP is too new to have many citations,NO,decent new open source package,"accessibility: yes
documentation: yes
application: too new
support: yes

Accessibility: Yes
Documentation: Yes
Application: Need to add to GSR
Support: Yes

MR: yes to all except application ",
1/20/2014,SInC,25,2.61761331,Review,More evidence for applications of SInC is needed.,SInC,Yes,SInC is published in BMC Bioinformatics.,No,The applications tab of the GSR entry of SInC is currently empty.,No,SInC has been cited 10 times according to PMC but only one publication (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4938638/) explicitly states the use of SInC for simulation. The authors might know more publications that actually used SInC.,NO,"SInC is decently maintained and cited, and could be fully certified with improvements on documentation and applications.","HSC-  SlnC meets the criteria of ""Support"" and ""Accessibility"". 
           ""Documentation""  seems OK to me.  
            ""Application"" needs update. 

MR- Agree with HSC",
1/1/2006,SISSI,19,1.079041543,Review,Applications for SISSI is unknown.,SISSI,Yes,"SISSI was published in peer-reviewed journal, Bioinformatics.
The publication described the simulation method and applications clearly.
",No,"No example publication using SISSI has been provided in the “Applications” tab of the GSR entry of the simulator.
",No,"SISSI has been cited recently with a total of about 20 citations since 2006. It is unclear if there is enough applications in the past 2 or 5 years.
",NO,"SISSI is an old package that was well documented and is still available. The number of applications is unknown and there is no evidence of support. 
","MR: Yes to Accessibility and Documentation. No to Application, but it's a potential less if authors identify the 2-5 applications out of the 20+ citations. No to Support.

LM:  The contact link is broken, though there does seem to be an email address (not clear it works).  Will mention contact link and evidence of support.  Yes to Acc and Doc, no to App and Supp.",
3/18/2015,skeleSim,2,0.238250653,X,skeleSim was not used and cited frequently,skeleSim,Yes,skeleSim was published in peer-review journal,No,skeleSim has no application list on GSR,No,skeleSim was not cited frequently,NO,"skeleSim is a standard R package that is well supported, but not cited freuqently","accessibility: yes
documentation: yes
application: no (two citations, none application)
support: yes

HSC- Agree
MR: ok",
1/22/2003,SNPsim,9,0.437883231,X,,SNPsim,Yes,"SNPsim was published in peer-reviewed journal, Bioinformatics.
The publication described the simulation method and applications clearly.
",No,"No example publication using SNPsim has been provided in the “Applications” tab of the GSR entry of the simulator.
",No,"SNPsim is not used and cited by at least 5 external users in the past 5 years, or twice in the past year.
",NO,"It is lack of the evidences of response to user inquiries and sample applications. Also, SNPsim is an old package and does not have many citations for years.","BP: SNPsim is deprecated but it is still accessible with decent documentation. Yes for accessibility, borderline for documentation, no for application and support.

MR: Yes to Accessibility; Maybe to Documentation; No to Application and Support.

HSC: Accessibility:  Yes 
          Documentation:  Yes
          Application:  No.   There are two recent publications that cited the original paper (one in 2016, one in 2019).
          Support: No",
7/13/2019,SPARSIM,11,3.201754386,Review,No application for SomatoSim is listed,SomatoSim,Yes,SomatoSim is published in peer review journal,No,No application is listed for SomatoSim on GSR,Yes,SomatoSim has been cited twice last year and has the potential to be certified.,NO,SomatoSim is a decent new package with good documentation and support.,"Accessibility: yes
Documentation: yes
Application: yes (2 recent citations added)
Support: yes

HSC-  Agree

MR: Yes to all but Application.",
7/3/2017,SpartaABC,4,0.655884996,X,SpartaABC has not been used and cited frequently,SpartaABC,Yes,SpartaABC is published in a peer-reviewed journal,No,There is no listed applications for SpartaABC,No,SpartaABC has not been cited frequently,NO,SpartaABC is a good web-based simulator that has not been used and cited widely,"Accessibility: yes
Documentation: yes
Application: no
Support: no",
5/12/2005,SPIP,26,1.424711004,Review,"MR - No to application, I couldn't find the publications describing the software (the citation on the website is non existing and the one in GSR is wrong as it refers to ""single-pass intestinal-perfusion (SPIP) method"" not a simulation method) nor other papers citing the software (the citations link is also wrong in GSR). 
BO: The primary citation for SPIP has been updated on GSR.
LM:  Agree - found this publication, but couldn't easity determine the citations.",SPIP,Yes,"SPIP was published in peer-reviewed journal, J Pharm Pharmacol.
The publication described the simulation method and applications clearly.
",No,"No example publication using SPIP has been provided in the “Applications” tab of the GSR entry of the simulator.
",No,"SPIP is not used and cited by at least 5 external users in the past 5 years, or twice in the past year.
",NO,"It is lack of the evidences of response to user inquiries and the information of license. Also, SPIP is an old package and does not have many citations.
","MR - No to all 4 certificates. No to accessibility because the license could not be found; other accessibility aspects look ok; accessibility should be easy to fix. No to Documentation because it is not directly accessible from the homepage but only in the downloaded package; accessibility should be very easy to fix. No to application because there is no publication describing the software (the citation on the website is not findable and the one in GSR is wrong as it refers to ""single-pass intestinal-perfusion (SPIP)"", not a simulation method) nor other papers citing the software (the citations link is also wrong in GSR).  No to support, the only support provided is the author email address.
LM - agree.",
1/12/2004,Splatche,48,2.5795053,Review,"MR - No to Application because the GSR tab is not updated, otherwise it looks well cited.
LM - agree.
BP: so this could be easily addressed.",Splatche,Yes,"Splatche was published in peer-reviewed journal, Bioinformatics.
The publication described the simulation method and applications clearly.
",No,"No example publication using Splatche has been provided in the “Applications” tab of the GSR entry of the simulator.
",Yes,"Splatche is used and cited by at least 5 external users in the past 5 years.
",NO,"For Splatche, It is lack of the evidences of response to user inquiriesm information of license and souce code. If the authors want it to be fully certified, they need to provide these missing information and add some simple applications.
","MR - No to Accessibility because of lack of license and source code (easy to fix). Yes to Documentation. No to Application because GSR tab is not updated (easy to fix). No to Support because there is no support tracking system (other than the FAQ page). 
LM - Agree.  (let's discuss the support section)
BP: agree.",
9/12/2017,Splatter,272,46.06960557,Review,"Splatter does not have citations listed, but GSR moderator should consider adding them ",Splatter,Yes,Splatter was published in peer-reviewed journals,No,Splatter has no citation listed as GSR applications,Yes,Splatter has a lot of citations (131 according to GSR),NO,"Splatter is a well-documented and well-maintained bioconductor package, with a lot of citations.","Accessibility: yes
Documentation: yes
Applications: no but moderator can add citations if authors do not respond
Support: yes

HSC- No attribute details 

MR: Yes to Accessibility, Documentation and Support. Applications could be granted if  2-5 citations are added to the GSR tab. ",
2/7/2019,SPsimSeq,13,2.889768575,Review,SPsimSeq does not have a sufficient application.,SPsimSeq,Yes,SPsimSeq is published in a peer-reviewed journal.,No,No citations are listed are listed under the applications tab of SPsimSeq.,Yes,SPsimSeq has been cited 5 times since 2020.,NO,"Accessibility: yes
Documentation: yes
Application: no
Support: yes","Agree with the initial review.

MR: Yes to Accessibility (disagree with comment on top about license not being accessible).  Yes to Documentation. Maybe to Applications (5 citations in 2020-22). Yes to Support. 

HSC- Agree with MR.  For Application, it needs to update ""Application"" page  in the GSR website.",
2/4/2017,srv,14,2.151578947,X,"BP: srv is not used and cited well enough to be certified.
LM:  The application tab would need to be updated I think.  I was only able to find ~3 publications in the past 5 years.  Maybe Bo can update?
MR: No to application. We should still add the appropriate references to the application tab. ",srv,Yes,"srv was published in peer-reviewed journal, Hum Hered.
The publication described the simulation method and applications clearly.
",Yes,"There is an example publication using srv has been provided in the “Applications” tab of the GSR entry of the simulator.
",No,"srv is not used and cited by at least 5 external users in the past 5 years, or twice in the past year.
",NO,"srv is reasonably supported although it is not well cited to be certified for applications. (I suppose I should not review it due to COI?)
","LM:  Should discuss COI, but I think I am OK.  I would give all except Application.  We could have a fourth reviewer.
MR: Yes to Accessibility, Documentation and Support. No to application. We can have Huenn-Chen to review as well (although I don't particularly feel a need for it).  GSR edits needed: correct the link to the srv home page and add the available publications to the application tab.",
9/29/2014,SVEngine,6,0.982503365,X,SVEngine does not have citations listed.,SVEngine,Yes,SVEngine is published.,No,SVEngine does not have citation listed.,Yes,SVEngine is relatively new but has been cited three times in 2020,NO,"Decent new simulator, reasonably well maintained.","Accessibility: yes
documentation; yes
application: no for the usual reason
support: yes although the author did not respond to our request.


HSC-  No to Applications and Yes to the other 

MR (4/15/2021): Yes to Accessibility; Yes to Documentation; Yes to Application if the citations are added to GSR; Yes to Support.",
7/17/2017,SymSim,45,7.476103778,Review,SymSim does not have a sufficient application.,SymSim,Yes,SymSim is published in a peer-reviewed journal.,No,No citations are listed under the applications tab of SymSim’s GSR entry.,Yes,SymSim has been cited 59 times since 2019.,NO,"Accessibility: yes
Documentation: yes
Application: no
Support: yes","Agreed.

HSC:  No Application. Yes to others. 
           Lacking ""Details""

MR: ok",
3/5/2022,Synggen,0,0,New,synggen is too new to be cited/used,synggen,Yes,synggen is published in 2023,No,No list of applications for synggen is available on GSR,No,synggen is too new to be cited,NO,"Accessibility: yes, on gutbucket, with license
Documentation: yes
Application: Not yet (too new) 
Support: No, Cannot access issue tracker
",,
3/11/2010,TreesimJ,8,0.603804797,X,,TreesimJ,Yes,"TreesimJ was published in peer-reviewed journal, Bioinformatics.
The publication described the simulation method and applications clearly.
",No,"No example publication using TreesimJ has been provided in the “Applications” tab of the GSR entry of the simulator.
",No,"TreesimJ is not used and cited by at least 5 external users in the past 5 years, or twice in the past year.
",NO,"there is a lot of work to get TreesimJ to certified due to a lot of missing information and invalid links at the homepage. Also, there are just a few citations. I would suggest that we contact the author and check if he is still maintaining it.


HSC: 
Accessibility: No - can access to the google code archive, but seems sketchy, not clear.
Documentation: No. --  lacking 
Application: No
Support: No

MR: Yes to Documentation; No to Accessibility, Application and Support
",,
1/2/2012,Variant Simulation Tools,4,0.464968153,X,,Variant Simulation Tools,Yes,"Variant Simulation Tools was published in peer-reviewed journal, Genet Epidemiol.
The publication described the simulation method and applications clearly.
",No,"No example publication using Variant Simulation Tools has been provided in the “Applications” tab of the GSR entry of the simulator.
",No,"Variant Simulation Tools is not used and cited by at least 5 external users in the past 5 years, or twice in the past year.
",NO," Variant Simulation Tools is a well-maintained package and has the potential to be fully certified if the authors respond to our request to add sample applications and citations.

HSC: 
Accessibility: Yes
Documentation: Yes
Application: Maybe. Need to fill in application tab
Support: Maybe. 

MR: Yes to Accessibility, Documentation and Support; No to Application
",,
2/5/2014,VirusTreeSimulator,0,NA,X,VirusTreeSimulator is not published,VirusTreeSimulator,No,VirusTreeSimulator was not published,No,VirusTreeSimulator has no application listed,No,VirusTreeSimulator was only cited by URL,NO,"Accessibility: yes, on github, GPL license
Documentation: No
Application: No. Was cited by URL (e.g. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5854118/) 
Support: No, 1 ticket in 2017, not responded
",MR: Accessibility.,
3/14/2019,VISOR,13,2.952706907,Review,VISOR is new and not used by others yet.,VISOR,No,VISOR is not yet published (under review at bioinformatics),No,VISOR is not yet used.,Yes,VISOR is not yet cited.,NO,"VISOR is a ""modern"" simulator hosted on github with decent documentation. There is no evidence of support, yet, and we could suggest the authors to notify us once they are answered tickets?","HSC: 
         Accessibility:Yes
         Documentation: Yes
         Application: No
         Support:  Yes -- What if there is no one asking questions? 

MR: Yes to Accessibility, Documentation and Support. No to Application.
Reason for Yes to Support is that author encourage to open tickets on Github for questions - what else can he do?
",
12/7/2012,Wessim,15,1.453797132,Review,"Wessim has been cited 9 times according to PMC so it could be certified if there are five actual applications, provided that the authors can add the citations to GSR.",Wessim,Yes,"Wessim was published in peer-reviewed journal, Bioinformatics.
The publication described the simulation method and applications clearly.
",No,"No example publication using Wessim has been provided in the “Applications” tab of the GSR entry of the simulator.
",Yes,"Wessim is used and cited by at least 5 external users in the past 5 years.
",NO,"Wessim looks like another publish-and-forget tool because the author did not update the software or answer to users' questions on github according to github activities. Although the software is still available (albeit lack of license information) and is still being used (according to citation), it does not seem to be maintained.","HSC: Accessibility: No - no  source code
          Documentation: Yes
          Application: No - nothing shown in GSR 
          Support: No -  no response to inquiries.
          
LM - Accessibility because of no license info.  I think the source code is available.
Documentation - Yes
Application - No (nothing in GSR)
Support - No (not respond to issues in the tracker)
",
1/21/2011,WgSim,0,NA,X,wgsim is not cited,wgsim,No,wgsim is not published,No,wgsim is not cited,No,wgsim is not cited,NO,"wgsim is one of the oldest read simulator, and still in use due to its author Heng Li (author of SAM/BAM format). 

Accessibility: no license
documentation: brief but ok
application: not published
support: no","HSC- 

Accessibility: No
documentation: Yes
application:  Not sure about this
support: No [change to Yes because the community has been supporting the package]",
2/15/2016,XomeBlender,0,NA,X,XomeBlender lacks listed applications,XomeBlender,Yes,XomeBlender is published in s peer-reviewed journal,No,No applicaiton of XomeBlender is listed,Yes,XomeBlender has been cited six times since 2018 and could be certified if they are real applications.,NO,XomeBlender is a typical new(ish) github-distributed open source package that has been reasonably cited.and could be fully certified.,"Accessibility: yes
documentation: yes
application: usual no
support: yes

HSC- No to Application, Yes to all others

MR: Yes to Accessibility, Documentation (even if short), Support. No but possible to Application.",
1/16/2014,XS,8,0.836676218,X,There is a lack of list of applications for XS.,XS,Yes,"XS was published in peer-reviewed journal, BMC Res Notes.
The publication described the simulation method and applications clearly.
",No,"No example publication using XS has been provided in the “Applications” tab of the GSR entry of the simulator.
",No,"XS is not used and cited by at least 5 external users in the past 5 years, or twice in the past year.
",NO,XS is a well-maintained package and has the potential to be fully certified if the authors respond to our request to add sample applications and citations.,"Bo: the only problem I see with XS is lack of citations, which the authors could fix.

HSC: Yes to all except application.  

LM:  Agree.  Though I found the documentation to be a little slim.",
1/19/2018,Zombi,8,1.441263574,"Already certified, not updated in website",Zombi has a sufficient application.,Zombi,Yes,Zombi is published in a peer-reviewed journal.,No,No citations are listed under the applications tab of Zombi’s GSR entry.,Yes,Zombi has been cited 11 times in the past 2 years.,NO,"Accessibility: yes
Documentation: yes
Application: yes
Support: no (there is an unaddressed issue in the issue tracker)","Accessibility: yes
Documentation: yes
Application: no
Support: yes (the author has responded to most inquries)

MR: Yes to all but Application (zero citations)",
